p_id,name,brand,category,colour,price,price_tier,avg_rating,ratingCount,is_rated,bayesian_rating,confidence_score,confidence_tier,occasion,fabric,length,pattern,print_type,neck,sleeve_length,wash_care,trend,pockets,waistband,closure,desc_length,description_clean,img
15283588,DOLCE CRUDO Women Navy Blue Skinny Fit Slash Knee Jeans,DOLCE CRUDO,Jeans,Navy Blue,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,205,"Dark shade, no fade navy blue jeans Skinny fit, mid-rise Slash Knee Non stretchable 5 pockets Length: regular Cotton Machine wash Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/15283588/2021/8/27/52dfd64e-3250-4b63-8fd5-214f620887b91630063118186DOLCECRUDOWomenNavyBlueSkinnyFitMildlyDistressedJeans1.jpg
15283594,DOLCE CRUDO Women Navy Blue Skinny Fit High-Rise Jeans,DOLCE CRUDO,Jeans,Navy Blue,2399.0,Mid,4.333,21,True,4.17,58.6,Medium,Casual,Cotton,Cropped,,,,,Machine Wash,,5,Without belt loops,Button and Zip,205,"Dark shade, no fade navy blue jeans Skinny fit, high-rise Clean look Non stretchable 5 pocket Length: cropped Cotton Machine wash Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/15283594/2021/8/27/57c5f8d6-8e5c-4be9-9b3a-79c0ad8d3c301630062869163DOLCECRUDOWomenNavyBlueSkinnyFitHigh-RiseJeans1.jpg
14545266,ZOLA Women Turquoise Blue Slim Fit Jeans,ZOLA,Jeans,Turquoise Blue,2985.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,Retro Denims,5,With belt loops,Zip Fly,897,"Light no fade turquoise blue jeans Slim fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped ""Denim : The Right Way"": Zola Denim is an item of very iconic clothing. The instant, you use the term ""denim jeans"", everyone around you understands what you're talking about. But at Zola, the pieces of Denims are made with lofty research of considering customers taste and style, which makes it unique. Zola Denims are a symbol of style and comfort at once, which are favourably affordable too. Fitting: This Comfot Fit Denim range fits according to the Size, and it is breathable and comfortable to wear all day long. Colour Variation: Product shade or colour might slightly Vary considering Photographic Lighting Sources Or Your Screen Settings.Cotton Washing Instruction: Hand and Machine Wash Fit: Slim Fit Non Stretchable Model's Mesures: The Model ( height 5'8"") is wearing a size ""S""",http://assets.myntassets.com/assets/images/productimage/2021/6/16/e3664f52-9776-4b6d-95fd-03a3c852ad041623834187470-1.jpg
14546516,ZOLA Women Grey Slim Fit Low Distress Jeans,ZOLA,Jeans,Grey,3165.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,190,"Dark no fade grey jeans Slim fit, mid-rise Low distress Non stretchable 5 pocket Length: regular Cotton Machine wash Fit: Slim Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/productimage/2021/6/16/2a7bb957-d8c2-4e1c-b4c7-ba044fc5f8ce1623837175004-1.jpg
14547546,ZOLA Women White Slim Fit Jeans,ZOLA,Jeans,White,4290.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button Fly,173,"Light no fade white jeans Slim fit, mid-rise Clean look Non stretchable 5 pocket Fit: Slim Fit Non Stretchable The model (height 5'8) is wearing a size 28Cotton Machine wash",http://assets.myntassets.com/assets/images/productimage/2021/6/16/7f38f78a-7d51-4be6-8850-905c65612b771623837630477-1.jpg
15474596,High Star Women Blue Bootcut High-Rise Light Fade Jeans,High Star,Jeans,Blue,2299.0,Mid,4.357,14,True,4.157,56.8,Medium,Casual,Cotton,Regular,,,,,Machine Wash,,2,With belt loops,Slip-On,218,"Light shade, light fade blue jeans Bootcut, high-rise Clean look Stretchable With side stripe 2 pocket Length: regular Fit: Bootcut Stretchable The model (height 5'8) is wearing a size 28Cotton , Polyester Machine wash",http://assets.myntassets.com/assets/images/15474596/2021/9/16/b5925c6a-5c5c-4072-884d-807121b8459b1631774010198HighStarWomenBlueBootcutHigh-RiseLightFadeJeans1.jpg
15388840,People Women Blue Skinny Fit High-Rise Jeans,People,Jeans,Blue,1399.0,Mid,4.286,7,True,4.124,55.9,Medium,Casual,Cotton,Cropped,,,,,Machine Wash,,,With belt loops,Zip Fly,192,"Medium shade, no fade blue jeans Skinny fit, high-rise Clean look Non stretchable Length: cropped Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28Cotton Machine wash",http://assets.myntassets.com/assets/images/15388840/2021/9/7/4366f1f0-248b-4fca-bae8-448eedba47b51631003590340PeopleWomenBlueSkinnyFitHigh-RiseJeans1.jpg
16200992,Campus Sutra Women Black Slim Fit Jeans,Campus Sutra,Jeans,Black,1899.0,Mid,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,220,"Dark shade, no fade black jeans Slim fit, mid-rise Clean look Non stretchable With side stripe 5 pocket Length: regular Cotton Gentle Machine Wash Fit: Slim Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16200992/2021/11/22/9115543c-068d-47b4-9d46-3ddefcbf625c1637576629022CampusSutraWomenBlackSlimFitJeans1.jpg
16200978,Campus Sutra Women Navy Blue Slim Fit Light Fade Jeans,Campus Sutra,Jeans,Navy Blue,1899.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,Without belt loops,Button Fly,211,"Medium shade, light fade navy blue jeans Slim fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped Fit: Slim Fit Non Stretchable The model (height 5'8) is wearing a size 28Cotton Gentle Machine Wash",http://assets.myntassets.com/assets/images/16200978/2021/11/22/416f41ab-d6c4-4b04-bf31-e3a70dc7b7e41637577639738CampusSutraWomenNavyBlueSlimFitLightFadeJeans1.jpg
16169574,GOLDSTROMS Women Navy Blue Slim Fit Stretchable Jeans,GOLDSTROMS,Jeans,Navy Blue,1399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,186,"Dark shade, no fade navy blue jeans Slim fit, mid-rise Clean look Stretchable 5 pockets Length: cropped Machine Wash Fit: Slim Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16169574/2021/11/19/4e933698-0d21-4f86-9c70-27e7795299361637307594052GOLDSTROMSWomenNavyBlueSlimFitStretchableJeans1.jpg
16021970,Cherokee Women Blue Light Fade Mid Rise Stone Wash Jeans,Cherokee,Jeans,Blue,2399.0,Mid,4.5,4,True,4.131,50.8,Medium,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,205,"Medium shade, light fade blue jeans Regular fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28Cotton Machine Wash",http://assets.myntassets.com/assets/images/16021970/2021/11/8/d111e7f3-8e95-4459-b9d6-c29f513aa7481636353350909CherokeeWomenBlueLightFadeJeans1.jpg
16169570,GOLDSTROMS Women Blue Slim Fit Stretchable Jeans,GOLDSTROMS,Jeans,Blue,1399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,180,"Dark shade, no fade blue jeans Slim fit, mid-rise Clean look Stretchable 5 pocket Length: cropped Machine Wash Fit: Slim Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16169570/2021/11/19/984d70c0-1076-4475-9184-0569b05d9f2e1637300929000GOLDSTROMSWomenBlueSlimFitStretchableJeans1.jpg
16169584,GOLDSTROMS Women Grey Slim Fit Heavy Fade Stretchable Jeans,GOLDSTROMS,Jeans,Grey,1399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,184,"Light shade, heavy fade grey jeans Slim fit, mid-rise Clean look Stretchable 5 pocket Length: cropped Fit: Slim Fit Stretchable The model (height 5'8) is wearing a size 28 Machine Wash",http://assets.myntassets.com/assets/images/16169584/2021/11/19/ee832886-81b1-458c-a651-6a47379d4c281637308764964GOLDSTROMSWomenGreySlimFitHeavyFadeStretchableJeans1.jpg
16021922,Cherokee Women Blue Light Fade Jeans,Cherokee,Jeans,Blue,1799.0,Mid,4.5,6,True,4.144,54.5,Medium,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,205,"Light shade, light fade blue jeans Regular fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped Cotton Machine wash Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16021922/2021/11/8/92c1b2ee-cb69-4123-b4b9-c8fe7e3435971636349984275CherokeeWomenBlueLowDistressLightFadeJeans1.jpg
16200984,Campus Sutra Women Navy Blue Slim Fit Heavy Fade Jeans,Campus Sutra,Jeans,Navy Blue,1899.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,Without belt loops,Button Fly,222,"Medium shade, heavy fade navy blue jeans Slim fit, mid-rise Clean look Non stretchable With side stripe 5 pocket Length: cropped Gentle Machine Wash Fit: Slim Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16200984/2021/11/22/ef27cabd-b59c-4205-9541-35a08ddbcb411637576224077CampusSutraWomenNavyBlueSlimFitLowDistressHeavyFadeJeans1.jpg
16262850,URBANIC Women Blue Straight Fit Stylized Stretchable Jeans,URBANIC,Jeans,Blue,1790.0,Mid,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,195,"Medium shade, no fade blue jeans Straight fit, mid-rise Clean look Stretchable 5 pocket Length: regular Fit: Relaxed Fit Stretchable The model (height 5'8) is wearing a size 28Cotton Machine wash",http://assets.myntassets.com/assets/images/16262850/2022/3/28/c2976742-a854-429f-ad6e-0b0bc7fb533d1648450746828-URBANIC-Women-Jeans-8841648450746273-1.jpg
16169572,GOLDSTROMS Women Blue Slim Fit Stretchable Jeans,GOLDSTROMS,Jeans,Blue,1399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,182,"Medium shade, no fade blue jeans Slim fit, mid-rise Clean look Stretchable 5 pocket Length: cropped Fit: Slim Fit Stretchable The model (height 5'8) is wearing a size 28 Machine Wash",http://assets.myntassets.com/assets/images/16169572/2021/11/19/5aba1f8b-40f8-485b-b648-4a6c28e038d31637314389279GOLDSTROMSWomenBlueSlimFitStretchableJeans1.jpg
16860434,all about you Women Cream-Coloured Straight Fit Stretchable Jeans,all about you,Jeans,Cream,2999.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button Fly,240,"Light shade, no fade cream-coloured jeans Straight fit, mid-rise Clean look Stretchable 5 pocket Length: cropped 75% cotton, 23% polyester and 2% elastane Machine washFit: Straight Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16860434/2022/5/31/6c2fa280-3327-46da-8417-247292f3b4f71653983591758-all-about-you-Women-Jeans-7691653983591048-1.jpg
16854368,Selvia Women Blue Skinny Fit Stretchable Jeans,Selvia,Jeans,Blue,2497.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Hand Wash,,5,With belt loops,Button and Zip,214,"Medium shade, no fade blue jeans Skinny fit, mid-rise Clean look Stretchable Zip 5 pocket Length: cropped 98% Cotton, 2% spandex, Machine Wash Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16854368/2022/1/17/93ba1821-dd4e-43c6-8384-67d7b145b0d11642420931557SelviaWomenBlueSkinnyFitStretchableJeans1.jpg
16770324,Cherokee Women Blue Jeans,Cherokee,Jeans,Blue,1199.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,232,"Dark shade, no fade blue jeans Regular fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped 70% Cotton, 22% Polyester, 8% Spandex Machine wash Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16770324/2022/1/11/21478418-ae63-463a-9160-0585e3b39dd31641890991020CherokeeWomenBlueJeans1.jpg
16854388,Selvia Women Blue Skinny Fit Slash Knee Light Fade Stretchable Jeans,Selvia,Jeans,Blue,3097.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Hand Wash,Retro Denims,5,With belt loops,Button and Zip,216,"Light shade, light fade blue jeans Skinny fit, mid-rise Slash knee Stretchable Zip 5 pocket Length: cropped Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28 98% Cotton, 2% spandex, Machine Wash",http://assets.myntassets.com/assets/images/16854388/2022/1/17/ef4f1af8-b9d1-4b88-95ab-0438315518c61642420948962SelviaWomenBlueSkinnyFitSlashKneeLightFadeStretchableJeans1.jpg
16860380,all about you Women Blue Skinny Fit Embellished Stretchable Jeans,all about you,Jeans,Blue,2599.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,238,"Medium shade, no fade blue jeans Slim fit, mid-rise Clean look Stretchable Embellished 5 pocket Length: regular 98% cotton , 2% Elastane Machine wash Fit: Skinny Fit Stretchable Size worn by the model: 28 Waist: 24"" Hips: 36"" Height: 5'6""",http://assets.myntassets.com/assets/images/16860380/2022/4/13/81c8abdd-5090-4d2b-a1e4-d50abfc660ab1649852476875-all-about-you-Women-Jeans-4451649852476202-2.jpg
16874940,DOLCE CRUDO Women Stunning Blue High-Rise Wide Leg Stretchable Jeans,DOLCE CRUDO,Jeans,Blue,3395.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,Frayed Denim,5,With belt loops,Button and Zip,633,"Get your hands on this chic pair of jeans and make a style statement anywhere you go. Featuring a lovely wide-leg fit and high-rise waist, this pair of jeans is designed to stand out. Blue colour Wide leg fit High-rise waist Regular length Cotton, machine wash Wide leg Trend Alert A retro trend, the wide leg fit adds a stylish and trendy flair to any look. Not only do they lend a forgiving silhouette, but they are also comfortable and flattering. Wide legs lengthen the legs and accentuate the waistline.71.4% Cotton, 26.6% Polyester, 2% Elastane Machine wash Fit: Wide Leg Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16874940/2022/2/23/2593c50b-0e39-45ce-8da9-4df98a2a07821645592596216-DOLCE-CRUDO-Women-Jeans-3991645592595663-1.jpg
16911488,SF JEANS by Pantaloons Women Black Mid-Rise Skinny Fit Jeans,SF JEANS by Pantaloons,Jeans,Black,1999.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,4,With belt loops,Button and Zip,228,"Dark shade, no fade black jeans Skinny fit, mid-rise Clean look Non stretchable 4 pocket Length: cropped Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 2880% Cotton 18% Polyester 2% Spandex Machine Wash",http://assets.myntassets.com/assets/images/16911488/2022/1/22/8857bc4a-92ee-4eea-a789-bb6712027d691642853391254SFJEANSbyPantaloonsWomenBlackSkinnyFitJeans1.jpg
16854374,Selvia Women Grey Skinny Fit Mildly Distressed Light Fade Stretchable Jeans,Selvia,Jeans,Grey,3097.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Hand Wash,The Retro Taper,5,With belt loops,Button and Zip,222,"Dark shade, light fade grey jeans Skinny fit, mid-rise Mildly distressed Stretchable Zip 5 pocket Length: cropped 98% Cotton, 2% spandex, Machine Wash Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16854374/2022/1/17/bd4f453a-0704-474f-9afe-bf0a38de38d81642420273127WomenGreyBoyfriendFitMid-RiseJeansLowDistressStretchableJean1.jpg
16916588,ONLY Women Blue Mom-Fit High-Rise Light Fade Printed Jeans,ONLY,Jeans,Blue,3699.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,Elasticated,Button and Zip,211,"Light shade, light fade blue jeans Mom fit, high-rise Clean look Non stretchable 5 pockets Printed Length: regular Cotton Machine wash Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/16916588/2022/1/24/c79a22c1-a441-4ed2-9e63-c10439366c7c1643016261714ONLYWomenBlueHigh-RiseMildlyDistressedHeavyFadeJeans1.jpg
16939654,FREAKINS Women Blue High-Rise Highly Distressed Heavy Fade Tapered Fit Stretchable Jeans,FREAKINS,Jeans,Blue,2399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,Elasticated,Button Fly,232,"Medium shade, heavy fade blue jeans Tapered Fit, high-rise Highly distressed Stretchable 5 pocket Length: cropped Fit: Tapered Fit Stretchable The model (height 5'8) is wearing a size 2898% cotton, 2% Elastane | Stretch Machine Wash",http://assets.myntassets.com/assets/images/16939654/2022/1/27/1ff34526-0ceb-400b-ab53-b20c6402c77d1643257975953FREAKINSWomenBlueHigh-RiseHighlyDistressedHeavyFadeStretchab1.jpg
17398326,bebe Women Navy Blue Super Skinny Fit High-Rise Stretchable Jeans,bebe,Jeans,Navy Blue,2599.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,249,"Dark shade, no fade navy blue jeans Super skinny fit, high-rise Clean look Stretchable 5 pocket Length: regular 97.91% Cotton, 2.90% Elastane Machine wash Fit: Super Skinny Fit Stretchable Size worn by the model: 28 Waist: 25"" Hips: 35"" Height: 5'7""",http://assets.myntassets.com/assets/images/17398326/2022/4/21/67ee1bf0-75b2-4e7a-87c8-49b7faf081771650538519030-bebe-Women-Navy-Blue-High-Rise-Stretchable-Jeans-62116505385-1.jpg
17283574,Sugr Women Blue Mid-Rise Jeans,Sugr,Jeans,Blue,2399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,232,"Dark shade, no fade blue jeans Regular fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped 75% Cotton, 23% polyester, 2% spandex Machine wash Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17283574/2022/5/18/2da36e2f-e7b0-4e5b-b4c5-4f3db36b7b391652880761322SugrWomenBlueMid-RiseJeans1.jpg
17398296,bebe Women Dark Indigo Denim Daze Super Skinny Fit High-Rise Stretchable Jeans,bebe,Jeans,Blue,3099.0,Premium,,0,False,,,Unrated,Casual,Lyocell,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,377,"Denims are all about effortless styling options, best for all seasons and durability at all times Dark shade, no fade blue jeans Super skinny fit, high-rise Clean look Stretchable 5 pocket Length: regular 57% Lyocell , 20% Polyester, 8% Viscose, 13% Cotton& 2% Elastane Machine wash Fit: Super Skinny Fit Stretchable Size worn by the model: 28 Waist: 27"" Hips: 37"" Height: 5'9""",http://assets.myntassets.com/assets/images/17398296/2022/4/21/9cd4099b-d6d3-412f-b07b-59faf3ef94531650536639595-bebe-Women-Blue-Super-Skinny-Fit-High-Rise-Stretchable-Jeans-1.jpg
17403428,I Saw It First Women Blue Skinny Fit Highly Distressed Light Fade Stretchable Jeans,I Saw It First,Jeans,Blue,3799.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,211,"Medium shade, light fade blue jeans High rise Highly distressed Stretchable 5 pocket Length: regular 81% Cotton, 17% Polyester, 2% Elastane Machine washFit: Skinny Fit The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17403428/2022/5/9/c77b06e3-bbe4-4b28-be02-850a949da7861652099276435-I-Saw-It-First-Women-Blue-Skinny-Fit-Highly-Distressed-Light-1.jpg
17283568,Sugr Women Blue Light Fade Cropped Jeans,Sugr,Jeans,Blue,2399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Button and Zip,241,"Medium shade, light fade blue jeans Regular fit, mid-rise Clean look Non stretchable 5 pocket Length: cropped | 75% Cotton, 23% Polyester, 2% Spandex | Machine wash Fit: Regular Fit Non Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17283568/2022/5/18/06eaf014-1d86-441f-b23f-a2772fc3ad731652880683550SugrWomenBlueLightFadeCroppedJeans1.jpg
17398312,bebe Women Light Indigo Denim Daze Straight Fit Mildly Distressed Jeans,bebe,Jeans,Blue,2399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,372,"Denims are all about effortless styling options, best for all seasons and durability at all times Light shade, light fade blue jeans Straight fit, mid-rise Mildly distressed Stretchable 5 pocket Length: regular Fit: Straight Fit Stretchable Size worn by the model: 28 Waist: 25"" Hips: 35"" Height: 5'7"" 72.74% Cotton, 25.12% Kooltec and 2.14% Elastane Elastane Machine wash",http://assets.myntassets.com/assets/images/17398312/2022/5/16/b4dc9f6e-2830-4b12-b02b-7535a4391b1d1652686946331-bebe-Women-Jeans-8241652686945617-1.jpg
17398352,bebe Women Blue Denim Daze Super Skinny Fit High-Rise Jeans,bebe,Jeans,Blue,3099.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,524,"Elevate your wardrobe essentials with this pair of jeans that can be styled in multiple ways. Dark shade, light fade blue jeans Super skinny fit, high-rise Clean look Stretchable 5 pockets Button closure Zip fly Length: regular 59% cotton, 15% polyester, 24% viscose, 2% spandex Machine wash warm Wash inside out with like colours Remove promptly from washer Only non-chlorine bleach when needed Tumble dry low Cool iron as neededFit: Super Skinny Fit Stretchable Size worn by the model: 28 Waist: 26"" Hips: 37"" Height: 5'8""",http://assets.myntassets.com/assets/images/17398352/2022/6/17/b90531f4-93c9-48ce-8dd0-28fae019cabd1655464016179-bebe-Women-Jeans-4051655464015499-1.jpg
17403254,I Saw It First Women Blue Skinny Fit Stretchable Jeans,I Saw It First,Jeans,Blue,4099.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,212,"Medium shade, no fade blue jeans Skinny fit, mid-rise Clean look Stretchable 5 pocket Length: regular 81% Cotton, 17% Polyester, 2% Elastane Machine washFit: Skinny Fit The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17403254/2022/5/11/ae1aa527-51de-4cd1-9845-21fceea3e7991652271102474-I-Saw-It-First-Women-Blue-Skinny-Fit-Stretchable-Jeans-20016-1.jpg
17398354,bebe Women Charcoal Grey Solid Stretchable Jeans,bebe,Jeans,Charcoal,3099.0,Premium,5.0,2,True,4.136,47.2,Medium,Casual,Cotton,Regular,,,,,Machine Wash,,5,With belt loops,Button and Zip,255,"Dark shade, no fade charcoal jeans Regular fit, mid-rise Clean look Stretchable 5 pocket Length: regular Fit: Regular Fit Stretchable Size worn by the model: 28 Waist: 27"" Hips: 37"" Height: 5'9"" 67.59% Cotton, 29.53% Polyester, 2.88% Elastane Machine wash",http://assets.myntassets.com/assets/images/17398354/2022/4/21/700cc6aa-2d0b-48e4-80f7-00406458320b1650539912966-bebe-Women-Jeans-841650539912313-1.jpg
17403380,I Saw It First Women Blue Slash Knee Frayed Hem Mom Fit Jeans,I Saw It First,Jeans,Blue,2899.0,Premium,,0,False,,,Unrated,Casual,Cotton,Regular,,,,,Machine Wash,Frayed Denim,5,With belt loops,Button and Zip,181,"Dark shade, no fade blue jeans Mid rise Slash knee Non stretchable 5 pocket Length: regular 70% Cotton, 30% Polyester Machine washMom Fit The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17403380/2022/5/11/beef3ae5-5795-4899-b35f-60d9abcbc6de1652270270121-I-Saw-It-First-Women-Blue-Slash-Knee-Frayed-Hem-Mom-Fit-Jean-1.jpg
17760324,ZHEIA Women Blue Skinny Fit Mildly Distressed Light Fade Stretchable Jeans,ZHEIA,Jeans,Blue,2099.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,5,With belt loops,Zip Fly,243,"Dark shade, light fade blue jeans Skinny fit, mid-rise Mildly distressed Stretchable Cuffed hem 5 pocket Length: cropped Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28Cotton Machine wash cold Tumble dry low / warm iron",http://assets.myntassets.com/assets/images/17760324/2022/4/5/438021b8-df61-4132-98b5-8fe842fa11a01649138535818ZHEIAWomenBlueSkinnyFitLightFadeStretchableJeans1.jpg
17681700,TARAMA Women Rose Tapered Fit High-Rise Jeans,TARAMA,Jeans,Rose,2699.0,Premium,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,Retro Denims,4,With belt loops,Button and Zip,306,"Coloured shade, no fade rose jeans Tapered fit, high-rise Clean look Non stretchable 4 pocket Length: cropped Fit: Tapered Fit Non Stretchable The model (height 5'8) is wearing a size 28 Denim Cotton. Machine wash cold, with like colors. Do not bleach. Tumble dry low. Warm iron if needed. Do not dry clean",http://assets.myntassets.com/assets/images/17681700/2022/4/11/c3a180d2-4804-46e7-99d3-6cd90bb053821649616874093TARAMAWomenPinkTaperedFitHigh-RiseMildlyDistressedJeans1.jpg
17656672,People Women Blue Skinny Fit High-Rise Jeans,People,Jeans,Blue,1399.0,Mid,,0,False,,,Unrated,Casual,Cotton,Cropped,,,,,Machine Wash,,,With belt loops,Button Fly,191,"Light shade, no fade blue jeans Skinny fit, high-rise Clean look Non stretchable Length: cropped Fit: Skinny Fit Non Stretchable The model (height 5'8) is wearing a size 28Cotton Machine Wash",http://assets.myntassets.com/assets/images/17656672/2022/3/28/c7ed6da5-eace-4a04-b3eb-504a9438b3201648473654565PeopleWomenBlueSkinnyFitHigh-RiseJeans1.jpg
17570458,SHOWOFF Women Brown Jogger High-Rise Stretchable Jogger,SHOWOFF,Other,Brown,4655.0,Premium,,0,False,,,Unrated,Casual,Elastane,Cropped,,,,,Dry Clean,,4,Elasticated,Button and Zip,188,"Coloured shade, no fade grey jeans Jogger, high-rise Slash knee Stretchable 4 pockets Length: cropped Elastane Dry Clean Fit: Jogger Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17570458/2022/3/17/1561e9b5-bcd5-4b02-a416-bc520bdac7b21647529492689SHOWOFFWomenGreyJoggerHigh-RiseSlashKneeStretchableJeans1.jpg
17570470,SHOWOFF Women Blue Skinny Fit High-Rise Light Fade Stretchable Jeans,SHOWOFF,Jeans,Blue,4470.0,Premium,,0,False,,,Unrated,Casual,Elastane,Regular,,,,,Dry Clean,,5,With belt loops,Button and Zip,194,"Dark shade, light fade blue jeans Skinny fit, high-rise Clean look Stretchable 5 pocket Length: regular Elastane Dry Clean Fit: Skinny Fit Stretchable The model (height 5'8) is wearing a size 28",http://assets.myntassets.com/assets/images/17570470/2022/3/19/1863692c-b480-4c31-9069-dd9e533ea2e41647669369152SHOWOFFWomenBlueSkinnyFitHigh-RiseLightFadeStretchableJeans1.jpg
